label_image_filename,image_filename,annotation_image_filename,classes_array,num_classes,classes_integer,classes_present_integer,classes_present_array,pen_width,CRF_theta,CRF_mu,CRF_downsample_factor,Classifier_downsample_factor,prob_of_unary_potential,doodle_spatial_density,num_of_scales,CRS,acc_georef,epsg,year,month,day,hour,minute,second,XMin,XMax,YMin,YMax,LonMin,LonMax,LatMin,LatMax,ImageHeightPx,ImageWidthPx,ImageBands,px_size_m
labels/20200106T155639_20200106T155634_T18SVF_lrr_ID1_label.jpg,images/20200106T155639_20200106T155634_T18SVF_lrr_ID1.jpg,npz/20200106T155639_20200106T155634_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.230188888888888,3,,8,26918,2020,1,6,15,56,39,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200108T154631_20200108T155056_T18SVF_lrr_ID1_label.jpg,images/20200108T154631_20200108T155056_T18SVF_lrr_ID1.jpg,npz/20200108T154631_20200108T155056_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.228597222222222,3,,8,26918,2020,1,8,15,46,31,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200126T155529_20200126T160132_T18SVF_lrr_ID1_label.jpg,images/20200126T155529_20200126T160132_T18SVF_lrr_ID1.jpg,npz/20200126T155529_20200126T160132_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.241427777777777,3,,8,26918,2020,1,26,15,55,29,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200222T154149_20200222T154332_T18SVF_lrr_ID1_label.jpg,images/20200222T154149_20200222T154332_T18SVF_lrr_ID1.jpg,npz/20200222T154149_20200222T154332_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.248630555555555,3,,8,26918,2020,2,22,15,41,49,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200227T154211_20200227T154337_T18SVF_lrr_ID1_label.jpg,images/20200227T154211_20200227T154337_T18SVF_lrr_ID1.jpg,npz/20200227T154211_20200227T154337_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.250175,3,,8,26918,2020,2,27,15,42,11,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200301T155151_20200301T155659_T18SVF_lrr_ID1_label.jpg,images/20200301T155151_20200301T155659_T18SVF_lrr_ID1.jpg,npz/20200301T155151_20200301T155659_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.172575,3,,8,26918,2020,3,1,15,51,51,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200308T154101_20200308T154114_T18SVF_lrr_ID1_label.jpg,images/20200308T154101_20200308T154114_T18SVF_lrr_ID1.jpg,npz/20200308T154101_20200308T154114_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.300444444444444,3,,8,26918,2020,3,8,15,41,1,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200326T154809_20200326T155949_T18SVF_lrr_ID1_label.jpg,images/20200326T154809_20200326T155949_T18SVF_lrr_ID1.jpg,npz/20200326T154809_20200326T155949_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.234827777777777,3,,8,26918,2020,3,26,15,48,9,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200402T153809_20200402T154806_T18SVF_lrr_ID1_label.jpg,images/20200402T153809_20200402T154806_T18SVF_lrr_ID1.jpg,npz/20200402T153809_20200402T154806_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.210730555555555,3,,8,26918,2020,4,2,15,38,9,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200407T153901_20200407T155115_T18SVF_lrr_ID1_label.jpg,images/20200407T153901_20200407T155115_T18SVF_lrr_ID1.jpg,npz/20200407T153901_20200407T155115_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.194672222222222,3,,8,26918,2020,4,7,15,39,1,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200417T153911_20200417T154507_T18SVF_lrr_ID1_label.jpg,images/20200417T153911_20200417T154507_T18SVF_lrr_ID1.jpg,npz/20200417T153911_20200417T154507_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.297219444444444,3,,8,26918,2020,4,17,15,39,11,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200422T153809_20200422T155006_T18SVF_lrr_ID1_label.jpg,images/20200422T153809_20200422T155006_T18SVF_lrr_ID1.jpg,npz/20200422T153809_20200422T155006_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.208063888888888,3,,8,26918,2020,4,22,15,38,9,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
labels/20200502T153809_20200502T155128_T18SVF_lrr_ID1_label.jpg,images/20200502T153809_20200502T155128_T18SVF_lrr_ID1.jpg,npz/20200502T153809_20200502T155128_T18SVF_lrr_ID1.npz,"'water', 'surf', 'sand', 'dev'",4,"1, 2, 3","0, 1, 2, 3","'water', 'surf', 'sand', 'dev'",3,1,1,2,1,0.9,0.230594444444444,3,,8,26918,2020,5,2,15,38,9,430940,433960,4002120,4006440,-75.767807028511,-75.7345968198196,36.1613696933565,36.2005247664564,600,600,3,10
