label_image_filename,image_filename,annotation_image_filename,classes_array,num_classes,classes_integer,classes_present_integer,classes_present_array,pen_width,CRF_theta,CRF_mu,CRF_downsample_factor,Classifier_downsample_factor,prob_of_unary_potential,doodle_spatial_density,num_of_scales,acc_georef,epsg,year,month,day,hour,minute,second,XMin,XMax,YMin,YMax,LonMin,LonMax,LatMin,LatMax,CRS,px_size_m,ImageHeightPx,ImageWidthPx,ImageBands
labels/chunk1_m_3211731_ne_11_1_20140530_multiband_ID1_label.jpg,images/chunk1_m_3211731_ne_11_1_20140530_multiband_ID1.jpg,npz/chunk1_m_3211731_ne_11_1_20140530_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata'",3,1,1,2,1,0.9,0.140975103734439,3,6,26910,2018,8,4,12,0,0,427029.000000445,427257.000000395,5107715.00036943,5108331.00036959,-123.944414460797,-123.941558447748,46.1191094324036,46.1246771167383,"""NAD83 / UTM zone 11N""",1,616,228,3
labels/chunk1_m_3211732_sw_11_1_20140530_multiband_ID1_label.jpg,images/chunk1_m_3211732_sw_11_1_20140530_multiband_ID1.jpg,npz/chunk1_m_3211732_sw_11_1_20140530_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.098235930995203,3,6,26910,2012,5,20,12,0,0,427029.000000445,427257.000000395,5107715.00036943,5108331.00036959,-123.944414460797,-123.941558447748,46.1191094324036,46.1246771167383,"""NAD83 / UTM zone 11N""",1,616,228,3
labels/chunk1_m_3411933_se_11_1_20100611_multiband_ID1_label.jpg,images/chunk1_m_3411933_se_11_1_20100611_multiband_ID1.jpg,npz/chunk1_m_3411933_se_11_1_20100611_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata'",3,1,1,2,1,0.9,0.177391184515232,3,6,26910,2016,7,10,12,0,0,427029.000000445,427257.000000395,5107715.00036943,5108331.00036959,-123.944414460797,-123.941558447748,46.1191094324036,46.1246771167383,"""NAD83 / UTM zone 11N""",1,616,228,3
labels/chunk1_m_3411933_se_11_1_20120505_multiband_ID1_label.jpg,images/chunk1_m_3411933_se_11_1_20120505_multiband_ID1.jpg,npz/chunk1_m_3411933_se_11_1_20120505_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata'",3,1,1,2,1,0.9,0.197582976581715,3,6,26910,2016,6,25,12,0,0,543491.999999803,543622.999999793,4176074.00017996,4176441.00018001,-122.506431459968,-122.504922835171,37.7309077690081,37.7342092964735,"""NAD83 / UTM zone 11N""",1,367,131,3
labels/chunk1_m_3411934_sw_11_1_20100702_multiband_ID1_label.jpg,images/chunk1_m_3411934_sw_11_1_20100702_multiband_ID1.jpg,npz/chunk1_m_3411934_sw_11_1_20100702_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.239380476366777,3,6,26910,2016,6,19,12,0,0,551987.999999821,552274.999999736,4124435.00017264,4125044.00017273,-122.413669482389,-122.410389998706,37.2650323470703,37.2705055207138,"""NAD83 / UTM zone 11N""",1,609,287,3
labels/chunk1_m_3411934_sw_11_1_20120505_multiband_ID1_label.jpg,images/chunk1_m_3411934_sw_11_1_20120505_multiband_ID1.jpg,npz/chunk1_m_3411934_sw_11_1_20120505_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation'",3,1,1,2,1,0.9,0.287741165823357,3,6,26910,2016,6,19,12,0,0,551987.999999821,552274.999999736,4124435.00017264,4125044.00017273,-122.413669482389,-122.410389998706,37.2650323470703,37.2705055207138,"""NAD83 / UTM zone 11N""",1,609,287,3
labels/chunk1_m_3411934_sw_11_1_20140601_multiband_santa_barbara_site40_ID3_label.jpg,images/chunk1_m_3411934_sw_11_1_20140601_multiband_santa_barbara_site40_ID3.jpg,npz/chunk1_m_3411934_sw_11_1_20140601_multiband_santa_barbara_site40_ID3.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",4,1,1,3,3,0.9,0.179250483360072,3,6,26911,2018,8,15,12,0,0,262392.248188481,264346.240739514,3810713.5895317,3811795.68311046,-119.585151672363,-119.564208984375,34.4105919144594,34.4207880904585,"""NAD83 / UTM zone 11N""",1,989,783,3
labels/chunk1_m_3411945_ne_11_1_20100619_multiband_ID1_label.jpg,images/chunk1_m_3411945_ne_11_1_20100619_multiband_ID1.jpg,npz/chunk1_m_3411945_ne_11_1_20100619_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.118039651167529,3,6,26918,2019,8,30,12,0,0,592544.999999603,593321.9999996,4490689.00023141,4491192.00023149,-73.9068220893548,-73.8975711272021,40.5618027841776,40.5662462252648,"""NAD83 / UTM zone 11N""",1,503,777,3
labels/chunk1_m_3411945_ne_11_1_20120506_multiband_ID1_label.jpg,images/chunk1_m_3411945_ne_11_1_20120506_multiband_ID1.jpg,npz/chunk1_m_3411945_ne_11_1_20120506_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.12547373568605,3,6,26918,2013,7,30,12,0,0,585244.999999614,585736.999999615,4474011.00022837,4474963.00022855,-73.9952823343693,-73.9893560459494,40.4123569145689,40.4208817588635,"""NAD83 / UTM zone 11N""",1,952,492,3
labels/chunk1_m_3411945_ne_11_1_20140602_multiband_ID1_label.jpg,images/chunk1_m_3411945_ne_11_1_20140602_multiband_ID1.jpg,npz/chunk1_m_3411945_ne_11_1_20140602_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.148040873711235,3,6,26918,2019,8,9,12,0,0,578462.999999637,578991.999999638,4475517.00022867,4475847.00022873,-74.0750204903888,-74.0687440251949,40.4265898559792,40.4295124177933,"""NAD83 / UTM zone 11N""",1,330,529,3
labels/chunk1_m_3411945_nw_11_060_20180724_20190209_multiband_ID1_label.jpg,images/chunk1_m_3411945_nw_11_060_20180724_20190209_multiband_ID1.jpg,npz/chunk1_m_3411945_nw_11_060_20180724_20190209_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata'",3,1,1,2,1,0.9,0.247648817824052,3,6,26919,2016,7,6,12,0,0,352473.999999599,353114.999999625,4736300.00028023,4737014.00028039,-70.8030706638336,-70.7954257454557,42.7650414820718,42.7715912720746,"""NAD83 / UTM zone 11N""",1,714,641,3
labels/chunk1_m_3411945_nw_11_1_20120505_multiband_ID1_label.jpg,images/chunk1_m_3411945_nw_11_1_20120505_multiband_ID1.jpg,npz/chunk1_m_3411945_nw_11_1_20120505_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.187838926590437,3,6,26919,2018,9,24,12,0,0,388922.000000421,389250.00000042,4818992.20029864,4819306.20029871,-70.3743209690569,-70.370327881562,43.5156084953776,43.5184837287287,"""NAD83 / UTM zone 11N""",1,314,328,3
labels/chunk1_m_3411945_nw_11_1_20140602_multiband_ID1_label.jpg,images/chunk1_m_3411945_nw_11_1_20140602_multiband_ID1.jpg,npz/chunk1_m_3411945_nw_11_1_20140602_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.207700024790059,3,6,26910,2011,7,5,12,0,0,427029.000000448,427362.000000395,5107163.00036928,5108331.00036959,-123.944329597852,-123.940199552339,46.1141420199351,46.1246883027531,"""NAD83 / UTM zone 11N""",1,1168,333,3
labels/chunk1_m_3411945_nw_11_1_20140602_multiband_santa_barbara_site45_ID3_label.jpg,images/chunk1_m_3411945_nw_11_1_20140602_multiband_santa_barbara_site45_ID3.jpg,npz/chunk1_m_3411945_nw_11_1_20140602_multiband_santa_barbara_site45_ID3.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development'",3,1,1,3,3,0.9,0.191214635431192,3,6,26911,2014,6,3,12,0,0,274750.405756527,277642.618868392,3803267.68564918,3805274.45196709,-119.448852539063,-119.417953491211,34.3462707364581,34.3649771414993,"""NAD83 / UTM zone 11N""",1,1603,1193,3
labels/chunk1_m_3411954_ne_11_1_20100616_multiband_ID1_label.jpg,images/chunk1_m_3411954_ne_11_1_20100616_multiband_ID1.jpg,npz/chunk1_m_3411954_ne_11_1_20100616_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.112133025149204,3,6,26911,2014,6,3,12,0,0,475904.000000098,477097.000000079,3631505.00011747,3633108.00011761,-117.257425356046,-117.244719908574,32.8212921646924,32.8357776544598,"""NAD83 / UTM zone 11N""",1,1603,1193,3
labels/chunk1_m_3411954_ne_11_1_20120506_multiband_ID1_label.jpg,images/chunk1_m_3411954_ne_11_1_20120506_multiband_ID1.jpg,npz/chunk1_m_3411954_ne_11_1_20120506_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.14283471901197,3,6,26911,2014,8,17,12,0,0,263856.999984094,264346.999984315,3811512.00013441,3811808.00013444,-119.569449592486,-119.564204119961,34.4181206359489,34.4208992306726,"""NAD83 / UTM zone 11N""",1,296,490,3
labels/chunk1_m_3411954_ne_11_1_20140901_multiband_ID1_label.jpg,images/chunk1_m_3411954_ne_11_1_20140901_multiband_ID1.jpg,npz/chunk1_m_3411954_ne_11_1_20140901_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.140253389450443,3,6,26911,2014,8,16,12,0,0,291899.999993787,293008.999994022,3794189.00013271,3795002.0001328,-119.260345604156,-119.248503143893,34.2680456898136,34.2755936028993,"""NAD83 / UTM zone 11N""",1,813,1109,3
labels/chunk1_m_3411955_sw_11_060_20180724_20190208_multiband_ID1_label.jpg,images/chunk1_m_3411955_sw_11_060_20180724_20190208_multiband_ID1.jpg,npz/chunk1_m_3411955_sw_11_060_20180724_20190208_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.168396509603247,3,6,26918,2010,5,31,12,0,0,582710.999999626,583215.999999625,4473734.00022833,4474223.00022842,-74.0251805010558,-74.0191655136585,40.410117394412,40.4144718965692,"""NAD83 / UTM zone 11N""",1,489,505,3
labels/chunk1_m_3411955_sw_11_1_20100619_multiband_ID1_label.jpg,images/chunk1_m_3411955_sw_11_1_20100619_multiband_ID1.jpg,npz/chunk1_m_3411955_sw_11_1_20100619_multiband_ID1.npz,"'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural', 'development', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6","'water', 'whitewater', 'sediment', 'other_bare_natural_terrain', 'marsh_vegetation', 'terrestrial_vegetation', 'agricultural'",3,1,1,2,1,0.9,0.138256331624278,3,6,26910,2012,5,20,12,0,0,642061.000000061,642566.000000084,3970786.00015261,3971275.00015266,-121.426400608043,-121.420721181222,35.8710189803333,35.8753527953871,"""NAD83 / UTM zone 11N""",1,489,505,3
