image_filename,label_image_filename,annotation_image_filename,classes_array,num_classes,classes_integer,classes_present_integer,classes_present_array,pen_width,CRF_theta,CRF_mu,CRF_downsample_factor,Classifier_downsample_factor,prob_of_unary_potential,doodle_spatial_density,num_of_scales,acc_georef,epsg,year,month,day,hour,minute,second,XMin,XMax,YMin,YMax,LonMin,LonMax,LatMin,LatMax,CRS,px_size_m,ImageHeightPx,ImageWidthPx,ImageBands
duck_2014-12-13-15-41-09_L8_rgbr_ID2_image.jpg,duck_2014-12-13-15-41-09_L8_rgbr_ID2_label.jpg,duck_2014-12-13-15-41-09_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.837434840586737,3,8.61499977111816,32618,2014,12,13,15,41,9,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-02-08-15-34-46_L8_rgbr_ID2_image.jpg,duck_2015-02-08-15-34-46_L8_rgbr_ID2_label.jpg,duck_2015-02-08-15-34-46_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 2, 3, 4, 6, 8","'water', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.668929567220269,3,6.48699998855591,32618,2015,2,8,15,34,46,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-02-15-15-40-52_L8_rgbr_ID2_image.jpg,duck_2015-02-15-15-40-52_L8_rgbr_ID2_label.jpg,duck_2015-02-15-15-40-52_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.693174930294581,3,7.46199989318848,32618,2015,2,15,15,40,52,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-03-12-15-34-29_L8_rgbr_ID2_image.jpg,duck_2015-03-12-15-34-29_L8_rgbr_ID2_label.jpg,duck_2015-03-12-15-34-29_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 2, 3, 4, 6, 8","'water', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.703357982785792,3,7.71999979019165,32618,2015,3,12,15,34,29,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-04-13-15-34-16_L8_rgbr_ID2_image.jpg,duck_2015-04-13-15-34-16_L8_rgbr_ID2_label.jpg,duck_2015-04-13-15-34-16_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.676991150442477,3,6.1100001335144,32618,2015,4,13,15,34,16,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-05-15-15-33-53_L8_rgbr_ID2_image.jpg,duck_2015-05-15-15-33-53_L8_rgbr_ID2_label.jpg,duck_2015-05-15-15-33-53_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.609043520426718,3,5.4980001449585,32618,2015,5,15,15,33,53,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-05-22-15-40-07_L8_rgbr_ID2_image.jpg,duck_2015-05-22-15-40-07_L8_rgbr_ID2_label.jpg,duck_2015-05-22-15-40-07_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.507516062553036,3,7.25400018692017,32618,2015,5,22,15,40,7,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-06-07-15-40-16_L8_rgbr_ID2_image.jpg,duck_2015-06-07-15-40-16_L8_rgbr_ID2_label.jpg,duck_2015-06-07-15-40-16_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.468420414595708,3,7.96799993515015,32618,2015,6,7,15,40,16,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-06-23-15-40-23_L8_rgbr_ID2_image.jpg,duck_2015-06-23-15-40-23_L8_rgbr_ID2_label.jpg,duck_2015-06-23-15-40-23_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 2, 3, 4, 6, 8","'water', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.364589647229967,3,7.49200010299683,32618,2015,6,23,15,40,23,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-07-18-15-34-27_L8_rgbr_ID2_image.jpg,duck_2015-07-18-15-34-27_L8_rgbr_ID2_label.jpg,duck_2015-07-18-15-34-27_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.503333737422717,3,7.93499994277954,32618,2015,7,18,15,34,27,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-08-10-15-40-43_L8_rgbr_ID2_image.jpg,duck_2015-08-10-15-40-43_L8_rgbr_ID2_label.jpg,duck_2015-08-10-15-40-43_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.611528670141835,3,8.18400001525879,32618,2015,8,10,15,40,43,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-10-13-15-41-04_L8_rgbr_ID2_image.jpg,duck_2015-10-13-15-41-04_L8_rgbr_ID2_label.jpg,duck_2015-10-13-15-41-04_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 2, 3, 4, 6, 8","'water', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.575100012122681,3,8.02600002288818,32618,2015,10,13,15,41,4,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-11-14-15-41-10_L8_rgbr_ID2_image.jpg,duck_2015-11-14-15-41-10_L8_rgbr_ID2_label.jpg,duck_2015-11-14-15-41-10_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.621832949448417,3,7.94899988174439,32618,2015,11,14,15,41,10,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-11-23-15-35-02_L8_rgbr_ID2_image.jpg,duck_2015-11-23-15-35-02_L8_rgbr_ID2_label.jpg,duck_2015-11-23-15-35-02_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.661413504667232,3,8.94400024414063,32618,2015,11,23,15,35,2,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2015-12-16-15-41-12_L8_rgbr_ID2_image.jpg,duck_2015-12-16-15-41-12_L8_rgbr_ID2_label.jpg,duck_2015-12-16-15-41-12_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.598981694750878,3,8.62899971008301,32618,2015,12,16,15,41,12,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-02-11-15-34-51_L8_rgbr_ID2_image.jpg,duck_2016-02-11-15-34-51_L8_rgbr_ID2_label.jpg,duck_2016-02-11-15-34-51_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",1,1,1,1,4,0.9,0.624621166201963,3,6.07499980926514,32618,2016,2,11,15,34,51,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-02-18-15-40-57_L8_rgbr_ID2_image.jpg,duck_2016-02-18-15-40-57_L8_rgbr_ID2_label.jpg,duck_2016-02-18-15-40-57_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.641653533761668,3,8.53400039672852,32618,2016,2,18,15,40,57,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-02-27-15-34-46_L8_rgbr_ID2_image.jpg,duck_2016-02-27-15-34-46_L8_rgbr_ID2_label.jpg,duck_2016-02-27-15-34-46_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.638986543823493,3,5.73899984359741,32618,2016,2,27,15,34,46,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-03-05-15-40-57_L8_rgbr_ID2_image.jpg,duck_2016-03-05-15-40-57_L8_rgbr_ID2_label.jpg,duck_2016-03-05-15-40-57_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",3,1,1,1,4,0.9,0.653351921445023,3,7.91400003433228,32618,2016,3,5,15,40,57,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-03-30-15-34-33_L8_rgbr_ID2_image.jpg,duck_2016-03-30-15-34-33_L8_rgbr_ID2_label.jpg,duck_2016-03-30-15-34-33_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.676991150442477,3,6.15700006484985,32618,2016,3,30,15,34,33,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-04-06-15-40-42_L8_rgbr_ID2_image.jpg,duck_2016-04-06-15-40-42_L8_rgbr_ID2_label.jpg,duck_2016-04-06-15-40-42_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.568008243423445,3,7.49300003051758,32618,2016,4,6,15,40,42,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-05-24-15-40-41_L8_rgbr_ID2_image.jpg,duck_2016-05-24-15-40-41_L8_rgbr_ID2_label.jpg,duck_2016-05-24-15-40-41_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.563947145108498,3,7.65399980545044,32618,2016,5,24,15,40,41,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-07-11-15-40-59_L8_rgbr_ID2_image.jpg,duck_2016-07-11-15-40-59_L8_rgbr_ID2_label.jpg,duck_2016-07-11-15-40-59_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.560977088131894,3,7.88199996948242,32618,2016,7,11,15,40,59,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
duck_2016-08-12-15-41-06_L8_rgbr_ID2_image.jpg,duck_2016-08-12-15-41-06_L8_rgbr_ID2_label.jpg,duck_2016-08-12-15-41-06_L8_rgbr_ID2.npz,"'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'agricultural', 'development', 'cloud', 'nodata', 'unusual', 'unknown'",11,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 6, 8","'water', 'whitewater', 'sediment', 'other_natural_terrain', 'vegetated_surface', 'development', 'nodata'",2,1,1,1,4,0.9,0.513941083767729,3,8.59200000762939,32618,2016,8,12,15,41,6,442237.5,443932.5,3980047.5,3982237.5,-75.6405944301635,-75.6219525094363,35.9631193614374,35.9829620684936,epsg:4326,15,113,146,3
