image_filename,label_image_filename,annotation_image_filename,user_ID,acc_georef,epsg,year,month,day,hour,min,sec,XMin,XMax,YMin,YMax,LonMin,LonMax,LatMin,LatMax,ImageHeightPx,ImageWidthPx,ImageBands,px_m,classes_array,num_classes,classes_integer,classes_present_integer,classes_present_array,pen_width,CRF_theta,CRF_mu,CRF_downsample_factor,Classifier_downsample_factor,prob_of_unary_potential,doodle_spatial_density,num_of_scales
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_02_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_02_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_02_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376640.5,376691.7,4624978.15,4625029.35,-70.4841126365681,-70.4835074816477,41.7670610820022,41.7675300415054,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",2,1,1,1,4,0.9,0.153385162353515,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_03_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_03_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_03_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376691.7,376742.9,4624978.15,4625029.35,-70.4834968590029,-70.4828916994294,41.7670690362589,41.7675379925909,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",2,1,1,1,4,0.9,0.078485488891601,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_04_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_04_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_04_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376742.9,376794.1,4624978.15,4625029.35,-70.48288108119,-70.4822759169634,41.7670769872166,41.7675459403774,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7",1,'sand',2,1,1,1,4,0.9,0.002482414245605,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_05_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_05_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_05_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376794.1,376845.3,4624978.15,4625029.35,-70.4822653031294,-70.4816601342499,41.7670849348752,41.7675538848647,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated'",2,1,1,1,4,0.9,0.131157875061035,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_06_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_06_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_06_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376845.3,376896.5,4624978.15,4625029.35,-70.4816495248212,-70.4810443512888,41.7670928792347,41.767561826053,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated'",2,1,1,1,4,0.9,0.208319664001464,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_07_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_07_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_07_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376896.5,376947.7,4624978.15,4625029.35,-70.4810337462655,-70.4804285680803,41.7671008202952,41.7675697639421,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7",0,'water',2,1,1,1,4,0.9,0.002773284912109,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_08_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_08_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_08_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376947.7,376998.9,4624978.15,4625029.35,-70.4804179674624,-70.4798127846245,41.7671087580566,41.7675776985321,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7",0,'water',2,1,1,1,4,0.9,0.002490043640136,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_09_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_09_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_02_09_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376998.9,377043.55,4624978.15,4625029.35,-70.479802188412,-70.4792757779521,41.767116692519,41.7675846153594,1024,893,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4, 6","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'nodata'",2,1,1,1,4,0.9,0.023816970534714,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_01_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_01_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_01_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376589.3,376640.5,4624926.95,4624978.15,-70.4847177826778,-70.4841126365681,41.7665921194166,41.7670610820022,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","4, 5","'vegetated', 'development'",2,1,1,1,4,0.9,0.070386886596679,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_02_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_02_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_02_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376640.5,376691.7,4624926.95,4624978.15,-70.4841020097658,-70.4834968590029,41.7666000768444,41.7670690362589,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","4, 5","'vegetated', 'development'",5,1,1,1,4,0.9,0.163806915283203,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_03_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_03_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_03_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376691.7,376742.9,4624926.95,4624978.15,-70.4834862366059,-70.48288108119,41.7666080309731,41.7670769872166,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",5,1,1,1,4,0.9,0.166330337524414,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_04_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_04_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_04_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376742.9,376794.1,4624926.95,4624978.15,-70.4828704631982,-70.4822653031294,41.7666159818029,41.7670849348752,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4","'sand', 'gravel', 'cobble_boulder', 'vegetated'",2,1,1,1,4,0.9,0.147487640380859,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_05_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_05_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_05_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376794.1,376845.3,4624926.95,4624978.15,-70.4822546895429,-70.4816495248212,41.7666239293336,41.7670928792347,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",2,1,1,1,4,0.9,0.057823181152343,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_06_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_06_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_06_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376845.3,376896.5,4624926.95,4624978.15,-70.48163891564,-70.4810337462655,41.7666318735654,41.7671008202952,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated'",1,1,1,1,4,0.9,0.137251853942871,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_07_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_07_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_07_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376896.5,376947.7,4624926.95,4624978.15,-70.4810231414895,-70.4804179674624,41.7666398144981,41.7671087580566,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated'",5,1,1,1,4,0.9,0.152706146240234,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_08_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_08_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_08_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376947.7,376998.9,4624926.95,4624978.15,-70.4804073670917,-70.479802188412,41.7666477521318,41.767116692519,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2","'water', 'sand', 'gravel'",5,1,1,1,4,0.9,0.143431663513183,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_09_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_09_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_03_09_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376998.9,377043.55,4624926.95,4624978.15,-70.4797915924467,-70.4792651855814,41.7666556864665,41.767123609235,1024,893,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","0, 1, 2, 3, 4, 6","'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'nodata'",5,1,1,1,4,0.9,0.006414911114221,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_01_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_01_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_01_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376589.3,376640.5,4624875.75,4624926.95,-70.4847071517183,-70.4841020097658,41.7661311143475,41.7666000768444,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4","'sand', 'gravel', 'cobble_boulder', 'vegetated'",2,1,1,1,4,0.9,0.029411315917968,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_02_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_02_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_02_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376640.5,376691.7,4624875.75,4624926.95,-70.4840913832114,-70.4834862366059,41.7661390716472,41.7666080309731,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","4, 5","'vegetated', 'development'",2,1,1,1,4,0.9,0.065504074096679,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_03_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_03_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_03_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376691.7,376742.9,4624875.75,4624926.95,-70.4834756144567,-70.4828704631982,41.766147025648,41.7666159818029,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",5,1,1,1,4,0.9,0.193531990051269,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_04_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_04_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_04_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376742.9,376794.1,4624875.75,4624926.95,-70.4828598454542,-70.4822546895429,41.7661549763499,41.7666239293336,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5, 6, 7","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",2,1,1,1,4,0.9,0.07587718963623,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_05_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_05_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_05_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376794.1,376845.3,4624875.75,4624926.95,-70.482244076204,-70.48163891564,41.7661629237528,41.7666318735654,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4, 5","'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development'",2,1,1,1,4,0.9,0.091452598571777,3
/images/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_06_ID2.jpg,/labels/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_06_ID2_label.jpg,/npz/20160921_SandwichTNB_Ortho_5cm_UTM19N_NAVD88_cog_5cm_clipped_04_06_ID2.npz,ID2,1,26919,2016,9,21,12,0,0,376845.3,376896.5,4624875.75,4624926.95,-70.4816283067062,-70.4810231414895,41.7661708678567,41.7666398144981,1024,1024,3,0.05,"'water', 'sand', 'gravel', 'cobble_boulder', 'vegetated', 'development', 'nodata', 'unusual'",8,"1, 2, 3, 4, 5, 6, 7","1, 2, 3, 4","'sand', 'gravel', 'cobble_boulder', 'vegetated'",2,1,1,1,4,0.9,0.067274093627929,3
